sample_id	assembly_pat	assembly_mat	assembly_url_pat	assembly_url_mat	accession_pat	accession_mat	sex
HG03130	HG03130_hap1_hprc_r2_v1.0.1	HG03130_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz	HG03130_hap1_hprc_r2_v1.0.1	HG03130_hap2_hprc_r2_v1.0.1	male
HG03139	HG03139_hap1_hprc_r2_v1.0.1	HG03139_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03139/assemblies/freeze_2/HG03139_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03139/assemblies/freeze_2/HG03139_hap2_hprc_r2_v1.0.1.fa.gz	HG03139_hap1_hprc_r2_v1.0.1	HG03139_hap2_hprc_r2_v1.0.1	male
HG03195	HG03195_hap1_hprc_r2_v1.0.1	HG03195_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz	HG03195_hap1_hprc_r2_v1.0.1	HG03195_hap2_hprc_r2_v1.0.1	female
HG03209	HG03209_hap1_hprc_r2_v1.0.1	HG03209_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap2_hprc_r2_v1.0.1.fa.gz	HG03209_hap1_hprc_r2_v1.0.1	HG03209_hap2_hprc_r2_v1.0.1	male
HG03225	HG03225_hap1_hprc_r2_v1.0.1	HG03225_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz	HG03225_hap1_hprc_r2_v1.0.1	HG03225_hap2_hprc_r2_v1.0.1	male
HG03239	HG03239_pat_hprc_r2_v1.0.1	HG03239_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_mat_hprc_r2_v1.0.1.fa.gz	HG03239_pat_hprc_r2_v1.0.1	HG03239_mat_hprc_r2_v1.0.1	female
HG03270	HG03270_hap1_hprc_r2_v1.0.1	HG03270_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz	HG03270_hap1_hprc_r2_v1.0.1	HG03270_hap2_hprc_r2_v1.0.1	female
HG03369	HG03369_hap1_hprc_r2_v1.0.1	HG03369_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03369/assemblies/freeze_2/HG03369_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03369/assemblies/freeze_2/HG03369_hap2_hprc_r2_v1.0.1.fa.gz	HG03369_hap1_hprc_r2_v1.0.1	HG03369_hap2_hprc_r2_v1.0.1	female
HG03453	HG03453_pat_hprc_r2_v1.0.1	HG03453_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_mat_hprc_r2_v1.0.1.fa.gz	HG03453_pat_hprc_r2_v1.0.1	HG03453_mat_hprc_r2_v1.0.1	female
HG03470	HG03470_hap1_hprc_r2_v1.0.1	HG03470_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03470/assemblies/freeze_2/HG03470_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03470/assemblies/freeze_2/HG03470_hap2_hprc_r2_v1.0.1.fa.gz	HG03470_hap1_hprc_r2_v1.0.1	HG03470_hap2_hprc_r2_v1.0.1	female
HG03471	HG03471_hap1_hprc_r2_v1.0.1	HG03471_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap2_hprc_r2_v1.0.1.fa.gz	HG03471_hap1_hprc_r2_v1.0.1	HG03471_hap2_hprc_r2_v1.0.1	male
HG03486	HG03486_pat_hprc_r2_v1.0.1	HG03486_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03486/assemblies/freeze_2/HG03486_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03486/assemblies/freeze_2/HG03486_mat_hprc_r2_v1.0.1.fa.gz	HG03486_pat_hprc_r2_v1.0.1	HG03486_mat_hprc_r2_v1.0.1	female
HG03516	HG03516_pat_hprc_r2_v1.1.0	HG03516_mat_hprc_r2_v1.1.0	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_pat_hprc_r2_v1.1.0.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_mat_hprc_r2_v1.1.0.fa.gz	HG03516_pat_hprc_r2_v1.1.0	HG03516_mat_hprc_r2_v1.1.0	female
HG03521	HG03521_hap1_hprc_r2_v1.0.1	HG03521_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03521/assemblies/freeze_2/HG03521_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03521/assemblies/freeze_2/HG03521_hap2_hprc_r2_v1.0.1.fa.gz	HG03521_hap1_hprc_r2_v1.0.1	HG03521_hap2_hprc_r2_v1.0.1	male
HG03540	HG03540_pat_hprc_r2_v1.0.1	HG03540_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_mat_hprc_r2_v1.0.1.fa.gz	HG03540_pat_hprc_r2_v1.0.1	HG03540_mat_hprc_r2_v1.0.1	female
HG03579	HG03579_pat_hprc_r2_v1.0.1	HG03579_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03579/assemblies/freeze_2/HG03579_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03579/assemblies/freeze_2/HG03579_mat_hprc_r2_v1.0.1.fa.gz	HG03579_pat_hprc_r2_v1.0.1	HG03579_mat_hprc_r2_v1.0.1	male
HG03583	HG03583_hap1_hprc_r2_v1.0.1	HG03583_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz	HG03583_hap1_hprc_r2_v1.0.1	HG03583_hap2_hprc_r2_v1.0.1	female
HG03654	HG03654_pat_hprc_r2_v1.0.1	HG03654_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_mat_hprc_r2_v1.0.1.fa.gz	HG03654_pat_hprc_r2_v1.0.1	HG03654_mat_hprc_r2_v1.0.1	male
HG03669	HG03669_pat_hprc_r2_v1.0.1	HG03669_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/HG03669_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/HG03669_mat_hprc_r2_v1.0.1.fa.gz	HG03669_pat_hprc_r2_v1.0.1	HG03669_mat_hprc_r2_v1.0.1	female
HG03688	HG03688_pat_hprc_r2_v1.0.1	HG03688_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/HG03688_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/HG03688_mat_hprc_r2_v1.0.1.fa.gz	HG03688_pat_hprc_r2_v1.0.1	HG03688_mat_hprc_r2_v1.0.1	male
HG03704	HG03704_pat_hprc_r2_v1.0.1	HG03704_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/HG03704_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/HG03704_mat_hprc_r2_v1.0.1.fa.gz	HG03704_pat_hprc_r2_v1.0.1	HG03704_mat_hprc_r2_v1.0.1	female
HG03710	HG03710_pat_hprc_r2_v1.0.1	HG03710_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/HG03710_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/HG03710_mat_hprc_r2_v1.0.1.fa.gz	HG03710_pat_hprc_r2_v1.0.1	HG03710_mat_hprc_r2_v1.0.1	male
HG03742	HG03742_hap1_hprc_r2_v1.0.1	HG03742_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03742/assemblies/freeze_2/HG03742_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03742/assemblies/freeze_2/HG03742_hap2_hprc_r2_v1.0.1.fa.gz	HG03742_hap1_hprc_r2_v1.0.1	HG03742_hap2_hprc_r2_v1.0.1	male
HG03784	HG03784_hap1_hprc_r2_v1.0.1	HG03784_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03784/assemblies/freeze_2/HG03784_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03784/assemblies/freeze_2/HG03784_hap2_hprc_r2_v1.0.1.fa.gz	HG03784_hap1_hprc_r2_v1.0.1	HG03784_hap2_hprc_r2_v1.0.1	female
HG03804	HG03804_pat_hprc_r2_v1.0.1	HG03804_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03804/assemblies/freeze_2/HG03804_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03804/assemblies/freeze_2/HG03804_mat_hprc_r2_v1.0.1.fa.gz	HG03804_pat_hprc_r2_v1.0.1	HG03804_mat_hprc_r2_v1.0.1	female
HG03816	HG03816_pat_hprc_r2_v1.0.1	HG03816_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_mat_hprc_r2_v1.0.1.fa.gz	HG03816_pat_hprc_r2_v1.0.1	HG03816_mat_hprc_r2_v1.0.1	female
HG03831	HG03831_pat_hprc_r2_v1.0.1	HG03831_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_mat_hprc_r2_v1.0.1.fa.gz	HG03831_pat_hprc_r2_v1.0.1	HG03831_mat_hprc_r2_v1.0.1	female
HG03834	HG03834_pat_hprc_r2_v1.0.1	HG03834_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03834/assemblies/freeze_2/HG03834_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03834/assemblies/freeze_2/HG03834_mat_hprc_r2_v1.0.1.fa.gz	HG03834_pat_hprc_r2_v1.0.1	HG03834_mat_hprc_r2_v1.0.1	female
HG03874	HG03874_hap1_hprc_r2_v1.0.1	HG03874_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03874/assemblies/freeze_2/HG03874_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03874/assemblies/freeze_2/HG03874_hap2_hprc_r2_v1.0.1.fa.gz	HG03874_hap1_hprc_r2_v1.0.1	HG03874_hap2_hprc_r2_v1.0.1	female
HG03927	HG03927_pat_hprc_r2_v1.0.1	HG03927_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/HG03927_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/HG03927_mat_hprc_r2_v1.0.1.fa.gz	HG03927_pat_hprc_r2_v1.0.1	HG03927_mat_hprc_r2_v1.0.1	female
HG03942	HG03942_pat_hprc_r2_v1.0.1	HG03942_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_mat_hprc_r2_v1.0.1.fa.gz	HG03942_pat_hprc_r2_v1.0.1	HG03942_mat_hprc_r2_v1.0.1	male
HG04115	HG04115_pat_hprc_r2_v1.0.1	HG04115_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/HG04115_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/HG04115_mat_hprc_r2_v1.0.1.fa.gz	HG04115_pat_hprc_r2_v1.0.1	HG04115_mat_hprc_r2_v1.0.1	male
HG04157	HG04157_pat_hprc_r2_v1.0.1	HG04157_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.0.1.fa.gz	HG04157_pat_hprc_r2_v1.0.1	HG04157_mat_hprc_r2_v1.0.1	male
HG04160	HG04160_pat_hprc_r2_v1.0.1	HG04160_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.0.1.fa.gz	HG04160_pat_hprc_r2_v1.0.1	HG04160_mat_hprc_r2_v1.0.1	male
HG04184	HG04184_pat_hprc_r2_v1.0.1	HG04184_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/HG04184_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/HG04184_mat_hprc_r2_v1.0.1.fa.gz	HG04184_pat_hprc_r2_v1.0.1	HG04184_mat_hprc_r2_v1.0.1	female
HG04187	HG04187_pat_hprc_r2_v1.0.1	HG04187_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04187/assemblies/freeze_2/HG04187_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04187/assemblies/freeze_2/HG04187_mat_hprc_r2_v1.0.1.fa.gz	HG04187_pat_hprc_r2_v1.0.1	HG04187_mat_hprc_r2_v1.0.1	male
HG04199	HG04199_pat_hprc_r2_v1.0.1	HG04199_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_mat_hprc_r2_v1.0.1.fa.gz	HG04199_pat_hprc_r2_v1.0.1	HG04199_mat_hprc_r2_v1.0.1	male
HG04204	HG04204_pat_hprc_r2_v1.0.1	HG04204_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.0.1.fa.gz	HG04204_pat_hprc_r2_v1.0.1	HG04204_mat_hprc_r2_v1.0.1	male
HG04228	HG04228_pat_hprc_r2_v1.0.1	HG04228_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.0.1.fa.gz	HG04228_pat_hprc_r2_v1.0.1	HG04228_mat_hprc_r2_v1.0.1	male
HG06807	HG06807_pat_v1	HG06807_mat_v1	https://human-pangenomics.s3.amazonaws.com/working/HPRC_PLUS/HG06807/assemblies/genbank/HG06807_pat_v1.0.genbank.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC_PLUS/HG06807/assemblies/genbank/HG06807_mat_v1.0.genbank.fa.gz	HG06807_pat_v1	HG06807_mat_v1	male
NA18505	NA18505_hap1_hprc_r2_v1.0.1	NA18505_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18505/assemblies/freeze_2/NA18505_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18505/assemblies/freeze_2/NA18505_hap2_hprc_r2_v1.0.1.fa.gz	NA18505_hap1_hprc_r2_v1.0.1	NA18505_hap2_hprc_r2_v1.0.1	female
NA18508	NA18508_hap1_hprc_r2_v1.0.1	NA18508_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18508/assemblies/freeze_2/NA18508_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18508/assemblies/freeze_2/NA18508_hap2_hprc_r2_v1.0.1.fa.gz	NA18508_hap1_hprc_r2_v1.0.1	NA18508_hap2_hprc_r2_v1.0.1	female
NA18522	NA18522_hap1_hprc_r2_v1.0.1	NA18522_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap2_hprc_r2_v1.0.1.fa.gz	NA18522_hap1_hprc_r2_v1.0.1	NA18522_hap2_hprc_r2_v1.0.1	male
NA18565	NA18565_hap1_hprc_r2_v1.0.1	NA18565_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18565/assemblies/freeze_2/NA18565_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18565/assemblies/freeze_2/NA18565_hap2_hprc_r2_v1.0.1.fa.gz	NA18565_hap1_hprc_r2_v1.0.1	NA18565_hap2_hprc_r2_v1.0.1	female
